Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo
26096,730.0,CHEVROLET,Orlando,2016,Jeep,True,Diesel,1.6,86965,4.0,Automatic,Front,4,Left wheel,Black,4,False
46728,1811.0,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,260771,8.0,Automatic,4x4,4,Left wheel,Black,0,False
4391,,VOLKSWAGEN,Golf 1.8,2000,Hatchback,False,Petrol,1.8,190000,4.0,Automatic,Front,4,Right-hand drive,Black,4,False
11604,707.0,MITSUBISHI,Outlander,2011,Jeep,False,Petrol,2.0,110400,4.0,Automatic,Front,4,Left wheel,White,6,False
78403,,TOYOTA,Land Cruiser Prado,2014,Jeep,True,Diesel,3.0,146000,6.0,Tiptronic,4x4,5,Left wheel,Black,12,True
5500,,SUBARU,Impreza,1998,Hatchback,False,Petrol,1.6,280000,4.0,Manual,4x4,4,Left wheel,Green,2,False
10669,790.0,CHEVROLET,Lacetti,2009,Sedan,True,Petrol,1.6,138681,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18817,,TOYOTA,Prius,2010,Hatchback,False,Hybrid,1.8,154000,4.0,Automatic,Front,4,Left wheel,Grey,12,False
15681,,HYUNDAI,Accent,2012,Sedan,False,Petrol,1.6,139000,4.0,Tiptronic,Front,4,Left wheel,Silver,0,False
7370,,NISSAN,Tiida,2006,Hatchback,True,Petrol,1.5,200000,4.0,Variator,Front,4,Right-hand drive,Golden,6,False
34497,1058.0,MERCEDES-BENZ,E 350,2012,Sedan,True,Petrol,3.5,64000,6.0,Tiptronic,4x4,4,Left wheel,Grey,12,False
26657,,HYUNDAI,Elantra,2016,Sedan,False,Petrol,2.0,77643,4.0,Tiptronic,Front,4,Left wheel,Carnelian red,12,False
8781,1356.0,MERCEDES-BENZ,GL 450,2014,Jeep,True,Petrol,4.6,81894,8.0,Automatic,4x4,4,Left wheel,Grey,12,False
13495,836.0,HYUNDAI,Santa FE,2010,Jeep,True,Diesel,2.0,55751,4.0,Automatic,Front,4,Left wheel,Black,4,False
13172,,TOYOTA,Altezza,2002,Sedan,False,Petrol,2.0,88000,4.0,Manual,Rear,4,Right-hand drive,Blue,10,False
41397,,MERCEDES-BENZ,CLA 250,2014,Sedan,True,Petrol,2.0,89000,4.0,Tiptronic,Front,4,Left wheel,Black,12,True
5018,,SUBARU,Forester,1998,Jeep,False,Petrol,2.0,200000,4.0,Automatic,4x4,4,Right-hand drive,Silver,0,False
32302,1604.0,MERCEDES-BENZ,E 350,2014,Sedan,True,Petrol,5.5,101424,8.0,Automatic,4x4,4,Left wheel,Grey,12,False
1803,528.0,HYUNDAI,Accent,2014,Hatchback,True,Petrol,1.6,82602,4.0,Automatic,Front,4,Left wheel,Blue,12,False
15681,645.0,TOYOTA,Prius,2011,Sedan,True,Hybrid,1.8,63500,4.0,Automatic,Front,4,Left wheel,Silver,0,False
34400,891.0,HYUNDAI,Tucson,2016,Jeep,True,Diesel,2.0,79000,4.0,Automatic,Front,4,Left wheel,Silver,4,False
31988,1935.0,LEXUS,GX 460,2016,Jeep,True,Petrol,4.6,155976,8.0,Automatic,4x4,4,Left wheel,White,0,False
15367,,KIA,Optima,2011,Sedan,False,Petrol,2.4,120000,4.0,Automatic,Front,4,Right-hand drive,Carnelian red,2,False
5645,1324.0,TOYOTA,Highlander,2010,Sedan,True,Hybrid,3.3,345405,6.0,Automatic,4x4,4,Left wheel,Silver,12,False
37006,1018.0,MERCEDES-BENZ,E 350,2011,Sedan,True,Diesel,3.0,227200,6.0,Tiptronic,Rear,4,Left wheel,Black,12,True
50,,TOYOTA,Aqua S,2014,Hatchback,True,Hybrid,1.5,127000,4.0,Automatic,Front,4,Right-hand drive,Grey,7,False
21639,639.0,LINCOLN,MKZ,2014,Sedan,True,Petrol,2.0,43000,4.0,Automatic,Front,4,Left wheel,Black,10,True
6586,,OPEL,Astra,1999,Universal,False,CNG,2.0,220000,4.0,Manual,Front,4,Left wheel,Green,4,False
44752,880.0,SSANGYONG,Actyon,2018,Jeep,True,Diesel,1.6,40137,4.0,Automatic,Front,4,Left wheel,Grey,4,False
7997,583.0,DAEWOO,Lacetti,2011,Sedan,True,Petrol,1.6,58284,4.0,Automatic,Front,4,Left wheel,White,4,False
6272,1586.0,KIA,Sorento,2007,Jeep,True,Diesel,2.5,72895,4.0,Automatic,Front,4,Left wheel,White,4,False
21950,,FORD,Fusion,2012,Sedan,True,Hybrid,2.0,272000,4.0,Variator,Front,4,Left wheel,White,12,False
18660,382.0,KIA,Optima,2014,Sedan,True,Hybrid,2.4,114000,4.0,Automatic,Front,4,Left wheel,Blue,10,False
15681,1811.0,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,275240,8.0,Automatic,4x4,4,Left wheel,Silver,0,False
1725,474.0,FIAT,500,2013,Jeep,True,Petrol,1.4,106902,4.0,Automatic,Front,4,Left wheel,Red,12,False
18817,650.0,VOLKSWAGEN,Jetta,2016,Sedan,False,Petrol,1.4,96000,4.0,Tiptronic,Front,4,Left wheel,Black,12,True
8467,,SUZUKI,Grand Vitara,2003,Jeep,False,CNG,2.7,259200,6.0,Automatic,4x4,4,Left wheel,Silver,4,True
784,394.0,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,102397,4.0,Automatic,Front,4,Left wheel,Black,12,False
706,919.0,FORD,Fusion,2012,Sedan,True,Petrol,3.0,149822,6.0,Automatic,Front,4,Left wheel,Blue,12,False
30,,HONDA,FIT,2006,Hatchback,False,Petrol,1.3,0,4.0,Automatic,Front,4,Right-hand drive,Silver,4,False
38229,1091.0,HYUNDAI,H1,2016,Minivan,True,Diesel,2.5,92078,4.0,Automatic,Front,4,Left wheel,Black,4,False
9722,609.0,TOYOTA,Camry,2018,Sedan,True,Hybrid,2.5,127515,4.0,Automatic,Front,4,Left wheel,Black,12,False
19444,308.0,TOYOTA,Prius V,2014,Sedan,False,Hybrid,1.8,350000,4.0,Automatic,Front,4,Left wheel,White,12,False
6500,1236.0,MAZDA,Demio,2011,Hatchback,False,Petrol,1.3,72000,4.0,Automatic,Front,4,Right-hand drive,Black,2,False
11917,1267.0,TOYOTA,Aqua,2013,Hatchback,False,Hybrid,1.5,18000,4.0,Automatic,Front,4,Right-hand drive,White,6,False
23521,,TOYOTA,Prius,2012,Sedan,False,Hybrid,1.8,84021,4.0,Automatic,Front,4,Right-hand drive,Carnelian red,8,False
3450,607.0,TOYOTA,Camry,2019,Sedan,True,Hybrid,2.5,9626,4.0,Automatic,Front,4,Left wheel,Black,12,False
20071,,TOYOTA,Prius C,2015,Hatchback,False,Hybrid,1.5,60800,4.0,Tiptronic,Front,4,Left wheel,Grey,6,False
13799,,KIA,RIO,2012,Hatchback,False,Petrol,1.3,16000,4.0,Manual,Front,4,Left wheel,Silver,4,False
10506,1266.0,TOYOTA,Aqua,2014,Hatchback,False,Hybrid,1.5,122000,4.0,Variator,Front,4,Right-hand drive,Silver,0,False
470,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,True,Petrol,3.5,229904,6.0,Automatic,4x4,4,Left wheel,Black,12,False
34905,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,132023,4.0,Automatic,Front,4,Left wheel,Grey,4,False
9722,,NISSAN,X-Trail NISMO,2003,Jeep,True,Petrol,2.0,140000,4.0,Automatic,4x4,4,Left wheel,Silver,8,False
4200,,OPEL,Vectra,1997,Sedan,False,Petrol,1.6,6666,4.0,Manual,Front,4,Left wheel,Golden,4,False
20800,781.0,TOYOTA,RAV 4,2012,Jeep,False,Petrol,2.5,77000,4.0,Automatic,Front,4,Left wheel,White,6,False
38163,1091.0,HYUNDAI,H1,2016,Minivan,True,Diesel,2.5,104000,4.0,Automatic,Front,4,Left wheel,Blue,4,False
188,1172.0,LEXUS,RX 450,2011,Jeep,True,Hybrid,3.5,101816,6.0,Automatic,4x4,4,Left wheel,Black,12,False
314,2410.0,MERCEDES-BENZ,E 350,2010,Sedan,True,Petrol,6.2,274771,8.0,Automatic,Rear,4,Left wheel,White,12,False
10000,,HONDA,Step Wagon,2000,Minivan,False,LPG,2.0,100000,4.0,Automatic,4x4,4,Right-hand drive,Silver,2,False
68148,1077.0,HYUNDAI,Santa FE,2019,Jeep,True,Diesel,2.0,47778,4.0,Automatic,Front,4,Left wheel,Grey,4,False
3607,781.0,TOYOTA,Camry,2012,Sedan,True,Hybrid,2.5,156518,4.0,Automatic,Front,4,Left wheel,White,12,False
13500,761.0,TOYOTA,Prius,2010,Sedan,False,Hybrid,1.8,141000,4.0,Tiptronic,Front,4,Left wheel,Red,8,False
470,1327.0,TOYOTA,RAV 4,2018,Jeep,True,Petrol,2.5,17214,4.0,Automatic,4x4,4,Left wheel,Black,12,False
6586,1077.0,TOYOTA,CHR,2019,Coupe,True,Petrol,2.0,5219,4.0,Automatic,Front,4,Left wheel,White,12,False
56450,,MERCEDES-BENZ,ML 350,2012,Jeep,True,Diesel,3.5,107000,6.0,Tiptronic,4x4,4,Left wheel,White,6,False
6899,,MITSUBISHI,Airtrek,2002,Jeep,False,Petrol,2.0,165000,4.0,Tiptronic,4x4,4,Right-hand drive,Black,2,False
34240,877.0,HYUNDAI,Tucson,2017,Jeep,True,Diesel,1.7,131959,4.0,Automatic,Front,4,Left wheel,White,4,False
1411,1624.0,MERCEDES-BENZ,E 350,2009,Sedan,True,Diesel,3.5,266061,6.0,Automatic,4x4,4,Left wheel,Black,12,False
15681,1055.0,MERCEDES-BENZ,E 350,2013,Sedan,True,Petrol,3.5,140800,6.0,Automatic,4x4,4,Left wheel,Black,0,True
941,308.0,TOYOTA,Prius,2014,Hatchback,True,Hybrid,1.8,270410,4.0,Automatic,Front,4,Left wheel,White,12,False
18817,,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.8,119000,4.0,Tiptronic,Front,4,Left wheel,Grey,12,False
13771,687.0,HYUNDAI,Elantra,2010,Sedan,True,Petrol,1.6,159048,4.0,Automatic,Front,4,Left wheel,Silver,4,False
5018,891.0,FORD,Fusion,2016,Sedan,True,Petrol,2.0,93354,4.0,Automatic,Front,4,Left wheel,White,12,False
3058,777.0,MAZDA,1300,2014,Sedan,True,Petrol,2.5,75381,4.0,Automatic,Front,4,Left wheel,Grey,12,False
25089,,TOYOTA,RAV 4,2011,Jeep,False,Petrol,2.5,150400,4.0,Automatic,4x4,4,Left wheel,Brown,8,False
14113,,FORD,Transit,1999,Microbus,False,Diesel,2.5,136000,4.0,Manual,Rear,4,Left wheel,White,2,True
12272,501.0,TOYOTA,Aqua,2014,Hatchback,True,Petrol,1.5,141053,4.0,Automatic,Front,4,Left wheel,White,4,False
3293,900.0,HYUNDAI,Sonata,2015,Sedan,True,Petrol,2.4,114885,4.0,Automatic,Front,4,Left wheel,Black,12,False
10450,,HONDA,FIT,2012,Hatchback,False,Hybrid,1.3,311000,2.0,Automatic,Front,4,Right-hand drive,White,6,False
38400,642.0,BMW,528,2012,Sedan,True,Petrol,2.0,158400,4.0,Tiptronic,Rear,4,Left wheel,Black,12,True
8154,,NISSAN,Tiida,2005,Hatchback,True,Petrol,1.5,130000,4.0,Automatic,Front,4,Right-hand drive,Silver,4,False
17305,707.0,HYUNDAI,Sonata,2011,Sedan,True,Petrol,2.0,157224,4.0,Automatic,Front,4,Left wheel,Grey,4,False
3293,978.0,TOYOTA,Corolla,2019,Sedan,True,Petrol,1.8,54307,4.0,Automatic,Front,4,Left wheel,Black,12,False
38809,639.0,HYUNDAI,Santa FE,2014,Jeep,True,Diesel,2.0,152914,4.0,Automatic,Front,4,Left wheel,Grey,4,False
30405,585.0,HONDA,Civic,2013,Sedan,True,Petrol,1.8,131782,4.0,Automatic,Front,4,Left wheel,Red,4,False
19444,640.0,FORD,Fusion SE,2013,Sedan,False,Hybrid,2.0,86427,4.0,Automatic,Front,4,Left wheel,Silver,8,False
28225,1017.0,HYUNDAI,Lantra LIMITED,2017,Sedan,False,Petrol,2.0,54080,4.0,Automatic,Front,4,Left wheel,Black,8,True
27284,1586.0,NISSAN,Pathfinder,2010,Jeep,True,Petrol,4.0,120000,4.0,Automatic,4x4,4,Left wheel,Grey,0,False
18817,442.0,CHEVROLET,Malibu,2017,Sedan,True,Hybrid,1.8,30000,4.0,Tiptronic,Front,4,Left wheel,Black,0,False
40224,765.0,HYUNDAI,Tucson,2015,Jeep,True,Diesel,2.0,100369,4.0,Automatic,Front,4,Left wheel,White,4,False
18983,626.0,KIA,Cerato,2015,Sedan,True,Petrol,1.6,89106,4.0,Automatic,Front,4,Left wheel,Black,4,False
20385,1624.0,MERCEDES-BENZ,C 320,2009,Sedan,True,Petrol,3.5,200000,6.0,Tiptronic,Rear,4,Left wheel,Beige,0,False
1568,639.0,VOLKSWAGEN,Jetta,2014,Sedan,True,Diesel,2.0,119926,4.0,Automatic,Front,4,Left wheel,White,12,False
16138,503.0,TOYOTA,Aqua,2012,Sedan,True,Hybrid,1.5,118000,4.0,Automatic,Front,4,Left wheel,Yellow,4,False
10349,,TOYOTA,Prius,2007,Sedan,False,Hybrid,1.5,180000,4.0,Variator,Front,4,Left wheel,Silver,0,False
39750,1249.0,HYUNDAI,H1,2017,Universal,True,Diesel,2.5,73357,4.0,Automatic,Front,4,Left wheel,White,4,False
1568,1172.0,TOYOTA,Highlander,2011,Jeep,True,Hybrid,3.5,342622,6.0,Automatic,4x4,4,Left wheel,Black,12,False
58507,731.0,CHEVROLET,Malibu,2019,Sedan,True,Petrol,1.3,1878,4.0,Automatic,Front,4,Left wheel,White,4,False
20385,,KIA,Optima,2012,Sedan,False,Hybrid,2.4,148000,4.0,Tiptronic,Front,4,Left wheel,Black,10,False
18189,645.0,TOYOTA,Camry,2011,Sedan,False,Petrol,1.8,140000,4.0,Automatic,Front,4,Left wheel,White,6,False
5959,,NISSAN,March,2003,Hatchback,False,Petrol,1.4,135000,4.0,Automatic,Front,4,Right-hand drive,Sky blue,6,False
10349,,MERCEDES-BENZ,S 430,2000,Sedan,True,Petrol,4.3,145000,8.0,Automatic,Rear,4,Left wheel,Golden,8,False
2900,,OPEL,Frontera,1998,Jeep,False,Petrol,2.0,15000,4.0,Manual,4x4,2,Left wheel,Beige,0,False
15681,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,322292,4.0,Automatic,Front,4,Left wheel,Silver,4,False
19444,697.0,VOLKSWAGEN,Passat,2015,Sedan,True,Petrol,1.8,35000,4.0,Tiptronic,Front,4,Left wheel,White,0,False
706,900.0,DODGE,Avenger,2015,Sedan,True,Petrol,2.4,180973,4.0,Automatic,Front,4,Left wheel,White,12,False
94,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,True,Petrol,2.0,1600,4.0,Automatic,Rear,4,Left wheel,Black,12,False
392,481.0,FORD,Fusion,2017,Sedan,True,Hybrid,2.0,89758,4.0,Automatic,Front,4,Left wheel,White,0,False
94,779.0,SUBARU,Forester,2013,Jeep,True,Petrol,2.5,74688,4.0,Automatic,4x4,4,Left wheel,Silver,0,False
11290,765.0,SUBARU,Impreza,2015,Sedan,True,Petrol,2.0,55000,4.0,Tiptronic,Front,4,Left wheel,White,8,False
7527,,MERCEDES-BENZ,E 240,1998,Sedan,False,Petrol,2.4,270000,6.0,Manual,Rear,4,Left wheel,Silver,6,False
17562,934.0,NISSAN,Rogue,2015,Jeep,False,Petrol,2.5,95000,4.0,Automatic,4x4,4,Left wheel,Silver,0,False
7840,,MERCEDES-BENZ,E 200,1998,Sedan,False,CNG,2.0,180003,4.0,Manual,Rear,4,Left wheel,Black,4,False
32929,,TOYOTA,Land Cruiser 100,2001,Jeep,False,Diesel,4.2,30300,6.0,Manual,4x4,4,Left wheel,White,4,True
14113,,TOYOTA,Aqua,2013,Hatchback,True,Petrol,1.5,139000,4.0,Automatic,Front,4,Left wheel,Silver,12,False
862,1249.0,SUBARU,Forester,2017,Jeep,True,Petrol,2.5,74562,4.0,Automatic,4x4,4,Left wheel,Grey,0,False
13015,830.0,FORD,Escape,2019,Sedan,True,Petrol,1.5,4309,4.0,Automatic,Front,4,Left wheel,White,12,False
44500,1277.0,MITSUBISHI,Outlander,2018,Jeep,True,Petrol,2.4,12345,4.0,Tiptronic,4x4,4,Left wheel,Black,12,False
18240,583.0,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.6,119921,4.0,Automatic,Front,4,Left wheel,Grey,4,False
68681,1493.0,MERCEDES-BENZ,GLE 350,2016,Jeep,True,Petrol,3.5,117368,6.0,Automatic,4x4,4,Left wheel,Black,0,False
56136,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,True,Petrol,2.0,50963,4.0,Automatic,Rear,4,Left wheel,Black,12,False
43868,730.0,SSANGYONG,Actyon,2016,Jeep,True,Diesel,1.6,42819,4.0,Automatic,Front,4,Left wheel,Black,4,False
24462,,HYUNDAI,Veloster Turbo,2016,Hatchback,True,Petrol,1.6,77000,4.0,Manual,Front,2,Left wheel,Golden,8,True
470,753.0,KIA,Optima,2012,Sedan,True,Hybrid,2.4,0,4.0,Automatic,Front,4,Left wheel,Black,12,False
10349,,NISSAN,X-Terra,2005,Jeep,False,Petrol,4.0,313600,6.0,Manual,4x4,4,Left wheel,Black,4,False
21012,,TOYOTA,Prius,2012,Hatchback,False,Hybrid,1.8,78000,4.0,Variator,Front,4,Left wheel,Red,7,False
11604,502.0,HONDA,FIT,2013,Sedan,False,Petrol,1.5,47000,4.0,Tiptronic,Front,4,Left wheel,Blue,12,False
7840,,VOLKSWAGEN,Jetta,2007,Sedan,False,Petrol,2.5,316501,1.0,Automatic,Front,4,Left wheel,Silver,0,False
470,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,True,Diesel,3.5,229904,6.0,Automatic,4x4,4,Left wheel,Black,12,False
19757,585.0,TOYOTA,Prius,2013,Hatchback,False,Hybrid,1.8,195000,4.0,Automatic,Front,4,Left wheel,Black,12,False
10506,730.0,NISSAN,Versa,2016,Sedan,False,Petrol,1.6,71069,4.0,Automatic,Front,4,Left wheel,Black,6,False
706,1234.0,MAZDA,CX-9,2011,Sedan,True,Petrol,3.7,271904,6.0,Automatic,4x4,4,Left wheel,Silver,12,False
8467,503.0,HONDA,FIT,2012,Hatchback,False,Petrol,1.5,33000,4.0,Tiptronic,Front,4,Left wheel,Black,10,False
941,900.0,JEEP,Compass,2015,Jeep,True,Petrol,2.4,112635,4.0,Automatic,Front,4,Left wheel,Black,12,False
392,1091.0,TOYOTA,RAV 4,2016,Jeep,True,Petrol,2.5,125675,4.0,Automatic,4x4,4,Left wheel,Red,12,False
17249,,FORD,Focus,2013,Hatchback,True,Petrol,2.0,152000,4.0,Tiptronic,Front,4,Left wheel,Black,8,False
8781,,FORD,Transit,1995,Microbus,False,Diesel,2.5,30000,4.0,Manual,Rear,5,Left wheel,Carnelian red,2,True
11917,,NISSAN,Murano,2004,Jeep,True,CNG,3.5,233600,6.0,Variator,4x4,4,Left wheel,Silver,6,False
23414,779.0,HYUNDAI,H1,2013,Universal,True,Diesel,2.5,193881,4.0,Automatic,Front,4,Left wheel,Silver,4,False
1411,891.0,HYUNDAI,Elantra,2016,Hatchback,True,Petrol,2.0,47074,4.0,Automatic,Front,4,Left wheel,Silver,12,False
10976,,FORD,Mustang,2005,Coupe,False,Petrol,4.0,124000,6.0,Automatic,Rear,2,Left wheel,Carnelian red,6,False
9408,,MERCEDES-BENZ,S 500,1999,Sedan,True,Petrol,5.0,25000,8.0,Tiptronic,Rear,4,Left wheel,Black,6,False
12858,518.0,TOYOTA,Camry,2016,Sedan,True,Hybrid,2.5,67429,4.0,Automatic,Front,4,Left wheel,Golden,12,False
15681,,MERCEDES-BENZ,ML 500,2004,Jeep,True,LPG,5.0,299200,8.0,Automatic,4x4,4,Left wheel,Black,8,False
31047,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,True,Diesel,3.5,132349,6.0,Automatic,4x4,4,Left wheel,Grey,12,False
21326,,MERCEDES-BENZ,E 320 bluetec,2007,Sedan,True,Diesel,3.0,272000,6.0,Tiptronic,Rear,4,Left wheel,White,12,True
44517,1017.0,HYUNDAI,Tucson,2017,Jeep,True,Diesel,2.0,66067,4.0,Automatic,Front,4,Left wheel,White,4,False
35900,640.0,MERCEDES-BENZ,CLA 250,2013,Sedan,True,Petrol,2.0,97000,4.0,Tiptronic,Front,4,Left wheel,Black,12,True
27654,640.0,HYUNDAI,Tucson,2013,Jeep,True,Diesel,2.0,118409,4.0,Automatic,Front,4,Left wheel,Red,4,False
20005,583.0,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.6,129013,4.0,Automatic,Front,4,Left wheel,Grey,4,False
16935,1195.0,FORD,Transit,2008,Microbus,False,Diesel,2.2,182320,4.0,Manual,Front,4,Left wheel,White,4,True
220,259.0,CHEVROLET,Volt,2014,Hatchback,True,Hybrid,1.4,110958,4.0,Automatic,Front,4,Left wheel,Black,0,False
9408,,OPEL,Zafira,2002,Minivan,False,Petrol,2.2,111111,4.0,Manual,Front,4,Left wheel,Grey,12,False
3763,779.0,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,124912,4.0,Automatic,Front,4,Left wheel,White,12,False
125,1664.0,TOYOTA,Tundra,2013,Coupe,True,Petrol,5.7,234683,8.0,Automatic,Rear,4,Left wheel,White,12,False
16308,640.0,HYUNDAI,Sonata,2013,Sedan,True,Petrol,2.0,194210,4.0,Automatic,Front,4,Left wheel,Black,4,False
26657,,BMW,535,2009,Sedan,True,Petrol,3.0,163000,6.0,Tiptronic,4x4,4,Left wheel,Blue,8,True
22580,889.0,KIA,Optima,2016,Sedan,True,Petrol,2.0,62876,4.0,Automatic,Front,4,Left wheel,White,4,False
1568,1493.0,MERCEDES-BENZ,E 350,2016,Sedan,True,Diesel,3.5,77205,6.0,Automatic,Rear,4,Left wheel,Grey,12,False
26971,,CHEVROLET,Volt PREMIER,2013,Sedan,True,Plug-in Hybrid,1.4,129000,4.0,Automatic,Front,4,Left wheel,Grey,8,False
15681,,TOYOTA,Prius,2010,Hatchback,True,LPG,1.8,360000,4.0,Variator,Front,4,Left wheel,Blue,4,False
16308,645.0,TOYOTA,Prius,2011,Sedan,False,Hybrid,1.8,158836,4.0,Automatic,Front,4,Left wheel,Beige,12,False
49864,1399.0,LEXUS,RX 350,2010,Jeep,True,Petrol,3.5,82021,4.0,Automatic,Front,4,Left wheel,Grey,4,False
13172,707.0,DODGE,Caliber,2011,Hatchback,False,Petrol,2.0,89000,4.0,Automatic,Front,4,Left wheel,White,0,False
15053,738.0,CHEVROLET,Cruze,2017,Sedan,False,Petrol,1.4,0,4.0,Automatic,Front,4,Left wheel,White,0,False
9252,765.0,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,546691,4.0,Automatic,Front,4,Left wheel,Orange,4,False
2430,1598.0,MERCEDES-BENZ,E 350,2008,Sedan,True,Diesel,3.0,175614,6.0,Automatic,Rear,4,Left wheel,Black,12,False
9408,,MITSUBISHI,Pajero IO,1998,Jeep,False,Petrol,1.8,196000,4.0,Automatic,4x4,4,Left wheel,Green,2,False
14166,531.0,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,170713,4.0,Automatic,Front,4,Left wheel,White,4,False
9408,394.0,TOYOTA,Camry,2014,Sedan,False,Hybrid,2.5,130000,4.0,Automatic,Front,4,Left wheel,Black,12,False
36231,1091.0,HYUNDAI,H1,2016,Universal,True,Diesel,2.5,182541,4.0,Automatic,Front,4,Left wheel,Silver,4,False
15367,,SUZUKI,SJ 413 Samurai,1996,Jeep,False,Petrol,1.3,75000,4.0,Manual,4x4,2,Right-hand drive,Grey,0,False
31,353.0,LEXUS,CT 200h,2015,Hatchback,True,Hybrid,1.8,0,4.0,Automatic,Front,4,Left wheel,Grey,0,False
19444,,TOYOTA,Prius,2010,Hatchback,True,Hybrid,1.8,1888000,4.0,Variator,Front,4,Left wheel,White,10,False
32973,639.0,CHEVROLET,Captiva,2014,Jeep,True,Diesel,2.0,130791,4.0,Automatic,Front,4,Left wheel,White,4,False
282,2455.0,LEXUS,GX 470,2008,Jeep,True,Petrol,4.7,218126,8.0,Automatic,4x4,4,Left wheel,Black,0,False
57391,,TOYOTA,CHR,2018,Jeep,True,Petrol,1.2,12000,4.0,Tiptronic,4x4,4,Left wheel,White,12,False
2979,934.0,MAZDA,1000,2015,Jeep,True,Petrol,2.5,193382,4.0,Automatic,4x4,4,Left wheel,Blue,12,False
32615,639.0,BMW,320,2014,Sedan,True,Petrol,2.0,59733,4.0,Tiptronic,Rear,4,Left wheel,Black,12,True
1490,810.0,HYUNDAI,Elantra,2016,Sedan,True,Petrol,1.8,91838,4.0,Automatic,Front,4,Left wheel,Silver,12,False
39189,831.0,HONDA,FIT,2018,Hatchback,True,Petrol,1.5,6213,4.0,Automatic,Front,4,Left wheel,Blue,4,False
12388,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,True,Diesel,3.5,189530,6.0,Automatic,4x4,4,Left wheel,Black,12,False
1646,1292.0,MERCEDES-BENZ,GLE 350,2016,Jeep,True,Petrol,3.0,59099,6.0,Automatic,4x4,4,Left wheel,White,0,False
7683,810.0,HYUNDAI,Elantra,2016,Sedan,True,Petrol,1.8,121840,4.0,Automatic,Front,4,Left wheel,Blue,12,False
9408,,SKODA,Octavia,2004,Sedan,False,Diesel,2.0,300000,4.0,Manual,Front,4,Left wheel,Black,8,True
14113,,FORD,Fiesta,2013,Hatchback,False,Petrol,1.6,89000,4.0,Automatic,Front,4,Left wheel,Blue,9,False
314,1598.0,BMW,328,2008,Coupe,True,Petrol,3.0,96000,6.0,Tiptronic,4x4,2,Left wheel,White,12,False
24681,707.0,HYUNDAI,Tucson,2011,Jeep,True,Diesel,2.0,135691,4.0,Automatic,Front,4,Left wheel,Grey,4,False
5865,966.0,DAEWOO,Lacetti,2009,Sedan,True,Diesel,2.0,39031,4.0,Automatic,Front,4,Left wheel,Blue,4,False
26594,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,179918,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6000,,AUDI,A4,2003,Sedan,True,Petrol,1.8,0,4.0,Tiptronic,4x4,4,Left wheel,Grey,6,True
1019,765.0,BMW,328,2015,Sedan,True,Petrol,2.0,111166,4.0,Automatic,Rear,4,Left wheel,Silver,12,False
11290,690.0,LEXUS,RX 450,2016,Jeep,True,Hybrid,3.5,59858,6.0,Automatic,Front,4,Left wheel,Silver,12,False
9832,707.0,CHEVROLET,Cruze,2011,Sedan,True,Diesel,2.0,169875,4.0,Automatic,Front,4,Left wheel,White,4,False
11917,,HONDA,FIT,2010,Hatchback,False,Petrol,1.5,206400,4.0,Tiptronic,Front,4,Left wheel,Grey,6,False
1882,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,True,Petrol,3.5,146395,6.0,Automatic,Rear,4,Left wheel,Grey,12,False
15681,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,265917,4.0,Automatic,Front,4,Left wheel,Silver,4,False
18817,,HYUNDAI,Elantra,2014,Sedan,False,Petrol,1.8,116800,4.0,Tiptronic,Rear,4,Left wheel,White,0,False
14897,862.0,HYUNDAI,H1,2011,Minivan,True,Diesel,2.5,54862,4.0,Automatic,Front,4,Left wheel,Yellow,4,False
28222,,MERCEDES-BENZ,Vito 115 CDI,2005,Minivan,False,Diesel,2.2,308050,4.0,Manual,Rear,4,Left wheel,Silver,4,True
20385,,VOLKSWAGEN,Routan SEL,2010,Minivan,True,Petrol,4.0,123200,6.0,Automatic,Front,4,Left wheel,Black,4,False
1411,1624.0,MERCEDES-BENZ,E 350,2009,Sedan,True,Diesel,3.5,266061,6.0,Automatic,4x4,4,Left wheel,Black,12,False
